11709	1	2	2	2	Crashes After last update Feb 2013 Constantly crashes after last update. Please fix this version!
11713	1	2	2	2	Can't make an account I just downloaded the app and I've tried creating an account multiple times now and it says there is an unknown error in creating the account. I'd love to utilize this app, but I can't. Erg!
11717	3	2	2	3	Just say NO to all-white backgrounds! Why does every app think they need to change to this design? Love the app but really dislike the all-white background. Ugh. Please change back.
11717	5	2	2	3	Just say NO to all-white backgrounds! Why does every app think they need to change to this design? Love the app but really dislike the all-white background. Ugh. Please change back.
11723	3	4	2	3	New PDF Viewer... A new PDF viewer that STILL doesn't show Form data?!? I love Dropbox. I rely on it. But I also rely on Adobe Reader for iPad for the one thing Dropbox still cannot do.
11723	5	4	2	3	New PDF Viewer... A new PDF viewer that STILL doesn't show Form data?!? I love Dropbox. I rely on it. But I also rely on Adobe Reader for iPad for the one thing Dropbox still cannot do.
11728	3	3	2	3	Decent It's an okay, average app. Don't really like the data limit on it. The compositions app is way better.
11733	1	2	2	3	Frozen My update is frozen in my iPhone 5 if I uninstall and them reinstall  it will I lost all my pics
11736	3	2	2	3	Removed some of my favorite features I miss the old version that had a real scrollbar that I could simply drag down instead of scrolling for miles trying to get where I want to be. And also, I miss when it would bookmark where I was in each document instead of refreshing every single time I exit the document - especially with the new scrollbar. I keep accidentally exiting the document and then I end up scrolling for 10 minutes to get to where I was
11741	4	4	2	4	Music I think this app is awesome and this whole program altogether! But I mostly use Dropbox for music and it gets kind of annoying that the music doesn't go in a playlist like in the music app. Can you change that?
11741	5	4	2	4	Music I think this app is awesome and this whole program altogether! But I mostly use Dropbox for music and it gets kind of annoying that the music doesn't go in a playlist like in the music app. Can you change that?
11746	2	4	2	4	Great app Pros - fast sync relative to other 3rd-party cloud storage apps - can create folders - can move/re-order folders - highly utilized in other third-party apps - can increase storage space for free in free accounts  Cons - can reorder items A-Z or "Newest -Oldest", but not in reverse order.  - can't rename folders - no multi-account feature (for those with multiple computers) - no loop feature for vids, songs, and slide shows - must open file to share (can't share folders) within app
11746	3	4	2	4	Great app Pros - fast sync relative to other 3rd-party cloud storage apps - can create folders - can move/re-order folders - highly utilized in other third-party apps - can increase storage space for free in free accounts  Cons - can reorder items A-Z or "Newest -Oldest", but not in reverse order.  - can't rename folders - no multi-account feature (for those with multiple computers) - no loop feature for vids, songs, and slide shows - must open file to share (can't share folders) within app
11746	4	4	2	4	Great app Pros - fast sync relative to other 3rd-party cloud storage apps - can create folders - can move/re-order folders - highly utilized in other third-party apps - can increase storage space for free in free accounts  Cons - can reorder items A-Z or "Newest -Oldest", but not in reverse order.  - can't rename folders - no multi-account feature (for those with multiple computers) - no loop feature for vids, songs, and slide shows - must open file to share (can't share folders) within app
11750	4	3	2	4	Comments on files There should be a way to share comments on files in drop box.
11753	1	4	2	4	Hands down one of the most useful programs ever created! I have loved and used Dropbox for a long time. I love the security of storing my most important documents online and the ability to access my content on all my devices. As far as the app goes, however, there are a few bugs that need to be worked out and some features that ought to be added.   1. The app will often time fail to open a document and needs to be restarted before it will load. It will sometimes even freeze and crash.   2. In order to open your files on a mobile device, you have to be connected to the internet. You can mark the files you choose as favorites and they can be viewed offline. But you have to mark every file individually, which is impractical because I have thousands of files in folders and subfolders. This wouldn't be so bad if the app let you make a FOLDER a favorite and all files it contained would automatically be saved onto the device for offline viewing. But such a simple feature is not present. There ought to be an option to have all documents saved on the device and updated via Internet connection (like the computer version). This would especially be good for people who use a mobile device as their primary device; all your content would be immediately available.   3. If you want to reorganize your files or move documents, you have to do each one individually. Why can't I select multiple documents and move them together to another location? Once again, a simple feature to add.   4. There is no option to rename a file or folder, which is an incredible nuisance.  Everybody ought to have this app. It is fantastic. However, there is significant room for improvement. Nonetheless I would recommend Dropbox hands down over and against any of its competitors. In terms of functionality and easy of use, there really is no competition.
11753	3	4	2	4	Hands down one of the most useful programs ever created! I have loved and used Dropbox for a long time. I love the security of storing my most important documents online and the ability to access my content on all my devices. As far as the app goes, however, there are a few bugs that need to be worked out and some features that ought to be added.   1. The app will often time fail to open a document and needs to be restarted before it will load. It will sometimes even freeze and crash.   2. In order to open your files on a mobile device, you have to be connected to the internet. You can mark the files you choose as favorites and they can be viewed offline. But you have to mark every file individually, which is impractical because I have thousands of files in folders and subfolders. This wouldn't be so bad if the app let you make a FOLDER a favorite and all files it contained would automatically be saved onto the device for offline viewing. But such a simple feature is not present. There ought to be an option to have all documents saved on the device and updated via Internet connection (like the computer version). This would especially be good for people who use a mobile device as their primary device; all your content would be immediately available.   3. If you want to reorganize your files or move documents, you have to do each one individually. Why can't I select multiple documents and move them together to another location? Once again, a simple feature to add.   4. There is no option to rename a file or folder, which is an incredible nuisance.  Everybody ought to have this app. It is fantastic. However, there is significant room for improvement. Nonetheless I would recommend Dropbox hands down over and against any of its competitors. In terms of functionality and easy of use, there really is no competition.
11753	4	4	2	4	Hands down one of the most useful programs ever created! I have loved and used Dropbox for a long time. I love the security of storing my most important documents online and the ability to access my content on all my devices. As far as the app goes, however, there are a few bugs that need to be worked out and some features that ought to be added.   1. The app will often time fail to open a document and needs to be restarted before it will load. It will sometimes even freeze and crash.   2. In order to open your files on a mobile device, you have to be connected to the internet. You can mark the files you choose as favorites and they can be viewed offline. But you have to mark every file individually, which is impractical because I have thousands of files in folders and subfolders. This wouldn't be so bad if the app let you make a FOLDER a favorite and all files it contained would automatically be saved onto the device for offline viewing. But such a simple feature is not present. There ought to be an option to have all documents saved on the device and updated via Internet connection (like the computer version). This would especially be good for people who use a mobile device as their primary device; all your content would be immediately available.   3. If you want to reorganize your files or move documents, you have to do each one individually. Why can't I select multiple documents and move them together to another location? Once again, a simple feature to add.   4. There is no option to rename a file or folder, which is an incredible nuisance.  Everybody ought to have this app. It is fantastic. However, there is significant room for improvement. Nonetheless I would recommend Dropbox hands down over and against any of its competitors. In terms of functionality and easy of use, there really is no competition.
11753	5	4	2	4	Hands down one of the most useful programs ever created! I have loved and used Dropbox for a long time. I love the security of storing my most important documents online and the ability to access my content on all my devices. As far as the app goes, however, there are a few bugs that need to be worked out and some features that ought to be added.   1. The app will often time fail to open a document and needs to be restarted before it will load. It will sometimes even freeze and crash.   2. In order to open your files on a mobile device, you have to be connected to the internet. You can mark the files you choose as favorites and they can be viewed offline. But you have to mark every file individually, which is impractical because I have thousands of files in folders and subfolders. This wouldn't be so bad if the app let you make a FOLDER a favorite and all files it contained would automatically be saved onto the device for offline viewing. But such a simple feature is not present. There ought to be an option to have all documents saved on the device and updated via Internet connection (like the computer version). This would especially be good for people who use a mobile device as their primary device; all your content would be immediately available.   3. If you want to reorganize your files or move documents, you have to do each one individually. Why can't I select multiple documents and move them together to another location? Once again, a simple feature to add.   4. There is no option to rename a file or folder, which is an incredible nuisance.  Everybody ought to have this app. It is fantastic. However, there is significant room for improvement. Nonetheless I would recommend Dropbox hands down over and against any of its competitors. In terms of functionality and easy of use, there really is no competition.
11780	4	4	2	4	Good, but missing features I would give it 5 stars if it had an option to rename files and folders. Would also be nice if there were a thumbnail viewing option for all folders, like there is for the photos folder/tab.
11784	2	5	2	5	The iOS 7 redesign is awesome! Great work. Fits really well with iOS 7.
11784	5	5	2	5	The iOS 7 redesign is awesome! Great work. Fits really well with iOS 7.
11788	7	2	2	5	????? ????? ????? ?? ????
11795	1	2	2	5	Guys? Seriously? I keep trying to get to one of my files, but the app keeps crashing for some reason. Please fix this.  Other than that, you're doing an average job!
11801	5	5	2	5	Love it Works great, super reliable, it is the best cloud there is!
11804	2	5	2	5	Improved PDF Viewer Longtime Dropbox user. Love the app. Thank you for the new PDF viewer! It was the only shortcoming of the app for me. Now it's perfect!
11804	5	5	2	5	Improved PDF Viewer Longtime Dropbox user. Love the app. Thank you for the new PDF viewer! It was the only shortcoming of the app for me. Now it's perfect!
11811	4	3	2	5	Please make password protected!!! My company made is stop using Dropbox because the files aren't password protected. I now have to use Wulah, and its slow and clunky. I miss you Dropbox!! Make an option for password protection so I can start using you again.
11817	2	5	2	5	Love it Never had a problem with App. It's great and easy to use.
11817	5	5	2	5	Love it Never had a problem with App. It's great and easy to use.
11821	2	5	2	5	Nice!! Great update!!! Wow you guys really made this app so much better!!! Thanks!!!!    Loads so much faster now
11821	5	5	2	5	Nice!! Great update!!! Wow you guys really made this app so much better!!! Thanks!!!!    Loads so much faster now
11827	5	5	2	5	best i always use it on my mac. hopefully it works best on iPhone.
